,id,emp_id,current_loc,base_loc,wfh_enabled,active
0,6439,99520641,0b51edba-c916-4cbd-9c7f-1cb2cb7cd2b7,4E9817D2,y,y
1,6712,36249654,5ed5346d-ae61-4774-8ea9-1bcf09f2fd37,184389A0,y,n
2,5141,49874261,7a092004-3567-4c25-b2e9-61b5935e19b9,BB05428A,n,n
3,9542,85658727,31c2b7a9-c2f3-4bb4-bc16-1d8cdbf2837a,88852E8E,y,y
4,6125,74711465,186e97df-1667-49f6-bade-d2e6ef33e703,C43CA9E3,y,y
5,7188,65565147,08d172e8-a5bc-4c48-8e83-ed917e76a004,322167CC,y,n
6,8024,3298945,5528c62a-2c24-482c-ac29-3841840fa188,C30A7140,n,n
7,5545,16602149,01ce3cbc-3a6b-41d3-9374-b0001c92d8ff,6DC2CD2C,y,y
8,5467,26301409,53f79dc0-ad9e-4f69-9ae0-e2cf121a5d4d,9037278A,y,y
9,3463,54449413,e24ffca3-6944-4dbe-82ce-0a3646de86ad,40DF295A,y,n
10,1698,43002544,d7ed3927-55fe-4e69-8441-eb16c5653038,5D068952,n,n
11,647,3805456,6eb93081-1140-4ec9-a369-3c8092b61861,CB1A9218,y,y
12,4469,77013779,d4ff4a9d-7953-4ad9-ba80-bc9ee21d61c7,F9EE43BA,y,y
13,4954,11542842,5f88229f-23f6-49d2-9660-f318d73bc4d1,FE14CB8D,y,n
14,5235,71063583,f2ce9afc-1940-4a5b-8824-aec7d08715ee,83BC80BD,n,n
15,6332,57673209,2494c191-4fcd-41f8-b802-a2d9fc3dc727,C7044671,y,y
16,1396,8743529,c39d1e0f-2827-46c9-9636-751cfacf3cfc,A2C1B56B,y,y
17,8189,43664391,1bfb421b-3f1a-44c3-9f31-09cae46c03f3,6FEE05CA,y,n
18,390,74178201,cc4559dc-6ebc-4cff-b0ce-98ff16a1d960,24B9274E,n,n
19,7569,5292702,c2378dac-c477-4c2e-b731-6d3ec0e03cb1,D20305CA,y,y
20,5798,22446583,ba870d29-19c2-4ede-9618-b907fa53d878,B6999BBA,y,y
21,9555,39870257,020147a4-4f59-49fc-a6cd-bbdacfea6457,C134F2E7,y,n
22,3999,34061568,ac7720a6-e448-4b79-a9cf-4bc1d0f26209,03EFCB41,n,n
23,3923,24401188,fab90fc4-c207-4918-aa1a-4f1b888ea0f3,004EF9A1,y,y
24,4519,57311006,9f53ba49-2901-4739-8b86-90666004ec91,9275883F,y,y
25,7798,65662631,cd54abb3-0549-4c8c-956c-022843312603,6F445FEF,y,n
26,9487,71221069,f7a99f66-ef05-4937-8d1d-8224df84fce4,23C7917C,n,n
27,5206,57607801,4d8c2c09-b1b3-4577-a086-0a84cded5ad3,5CE2D5CA,y,y
28,1262,33977536,b32e0dfd-9c66-40b2-8b99-c7f308ae4759,DA9285D3,y,y
29,6735,15909411,b10a760a-73ef-4085-b03d-890713fe1254,9C7B1A22,y,n
30,2184,86258196,049c83fa-ee6e-43f0-80b4-7450ce2248f3,57591D04,n,n
31,3118,82598880,74e58b81-721c-4bbf-96fb-0c56029db68c,6A2F0506,y,y
32,7063,53993444,b411f897-ab6a-4497-8d09-87d8b49bb98f,D40BD399,y,y
33,5845,89075691,9a07bcdc-3c77-4fa6-8fdd-3210d377e8a3,8C524817,y,n
34,8483,21529721,ea3613c1-13ca-4bc0-b83a-535e2994c935,862BA8EB,n,n
35,3132,13440422,0913f711-8071-4f8b-b6e7-c2a138fe072d,C2B369B6,y,y
36,3109,81258458,c6754080-097d-4748-8dc6-78516ac79bd4,6CDF5F0F,y,y
37,205,93790656,e872afaa-5234-4bf1-9795-4be466c5fedf,761B3998,y,n
38,4781,64644777,e64a5c7f-c3e3-41ea-8db8-02f721bb69c6,C8DDF8EC,n,n
39,8116,71042632,f494447b-acb3-4d3c-9201-d11048ab91c2,16B72556,y,y
40,8779,85161326,dcbba603-6bc6-424e-a513-96760c384df5,C98C21AA,y,y
41,5768,27136507,36891021-71b9-40dc-85d3-0cbea69bf6d6,17B8DCFB,y,n
42,9118,97993383,15c7ba3e-1a02-40ed-9a7c-c1651c852722,E02DEC92,n,n
43,896,89642348,ea2600cf-c090-432c-8eb8-3eeea965bd56,81CC0487,y,y
44,3365,89353682,d5529df6-65db-401f-9342-cf1d968700a6,DDA53075,y,y
45,5993,14112069,85ce4538-9d3a-45eb-af01-0d17d562e5f0,E726D6A1,y,n
46,8449,67163985,96ffa887-adf1-4735-ae0a-5092e7a680dc,52DB7DC5,n,n
47,7456,47511393,7e0cbf76-f9b3-4555-85d1-2ebc30726665,53D31DE3,y,y
48,7443,96317407,5eef1a29-210e-4f1e-9440-7f792d9fe71c,8A7F6472,y,y
49,3798,19612857,850f836f-757c-4af7-8e57-8f48052315fa,1FD38173,y,n
50,4174,52866936,b9c20c9c-ccf9-44a8-ac3f-bdc2f99113ff,9556BD2C,n,n
51,1862,81094774,f5884ab6-c79c-4366-89b7-505829563e40,6A0CA840,y,y
52,9766,65097513,b07b8393-e92b-460e-ba6e-eed0c1c2b862,48281B58,y,y
53,416,14184307,7c4f7ade-278d-4533-8817-5017649a19bf,15BEA0EB,y,n
54,9950,61564840,7caad2ca-8b0e-47a1-8366-ddd6c6cc6625,DA47F5E2,n,n
55,3313,56339297,46f3d2fd-8946-42f9-a003-8a39ec45c170,4683DA2D,y,y
56,4490,43510331,a406ecc6-9d84-4c08-aeec-0393360e0150,EC5FA97A,y,y
57,5824,30943491,971b298c-256c-4d9a-91a9-a13635deb880,30099A94,y,n
58,8477,36765404,b2a220ef-1274-4169-b532-336a00e0bd5c,3DB32131,n,n
59,7838,80092939,5a000447-9b18-4502-86ac-ed3e60e83716,E595855A,y,y
60,3976,81411074,70b66680-03e8-4471-9948-e4b151e2c9de,D4E66BBE,y,y
61,7940,18050958,b3dec058-f69a-4613-82eb-500ee6235c8d,E41D319D,y,n
62,3569,74623315,5e2c276e-c7c2-46c8-abad-8b22a0e7a7b1,950B6FB9,n,n
63,4555,28427334,56b7ae0b-ba36-4b9e-a21c-a1f74a50f07b,4735525A,y,y
64,6327,84349386,47624254-60e9-44dc-b69f-b5707138a8a0,09D8D308,y,y
65,9727,18251171,91c1b0d1-1b0a-487b-a065-00022d46306b,0D8C6E0D,y,n
66,7298,30499298,66061284-28e8-47c1-84d2-015936a8b9cc,8C249CDB,n,n
67,8398,47533169,f0808434-dad4-45c1-9ba3-ae5333261889,B16A05DE,y,y
68,6498,48562732,a31935b6-c0be-4478-9635-fec11c76ed58,3338ECB9,y,y
69,4026,88763388,59c4068c-3fda-4b6c-b10a-4535ce72a6e3,C0C70282,y,n
70,8419,48019808,6d1931c6-9dcf-4e1c-8a95-d554557c5403,12633F56,n,n
71,4635,18181789,e042620a-4923-4cd3-9a4f-f9dcb700413d,AD30E01D,y,y
72,8191,56697242,0994b874-5fa6-45b2-b919-34e44abe4fb3,8CF96D7A,y,y
73,7647,25732397,d729b1d6-769a-4270-baab-6836b2fde3d1,4D4F4514,y,n
74,3014,21659333,6b56afbc-f00c-4c33-8077-a2f39334b92e,8A006C07,n,n
75,7376,95518866,7bb589e1-19ab-499c-91ad-5073cb955af3,3966764D,y,y
76,9674,25699909,491adbf1-c6b9-42a8-a76e-da9e0b97d26c,4804ACD1,y,y
77,8934,80489731,6d63e471-acfb-4bfa-8e43-193d0d9977ec,6B3C5839,y,n
78,9779,4979796,86e1b1b6-a6ab-4e3a-903c-ddde74939257,B7D173EC,n,n
79,2802,8403708,91692b70-90d5-4352-ad7b-9dc2abe45d3a,A3577B47,y,y
80,8863,57720637,015db65d-03d3-4ffe-aaf9-45e07121a5dc,4A1027D4,y,y
81,6540,86120459,e8bfb118-9d43-4125-871f-76b01d3253cb,8F7155C1,y,n
82,4898,96002717,da91e98e-9e45-4622-b241-9040ce9a6c32,BF52DDBA,n,n
83,5307,63720523,1d87d42f-c569-4f42-a901-fbcb64ad211e,911AB32E,y,y
84,4226,86933169,2e6a9526-a886-4db7-90df-e4380f7514fb,3B1B2247,y,y
85,1843,18640101,67784b3c-a994-4253-a482-c33b3271da3c,89B2BE7B,y,n
86,3798,75448275,0dd23887-2e96-439c-ac71-6b2fbd34ccfe,1449439D,n,n
87,4813,25139701,5400c09b-e882-45b1-8430-e6371fccf365,B0C02B74,y,y
88,1170,30397098,f4fe17bc-cbf1-47b4-8767-74119b5bccc7,A3B375CF,y,y
89,6975,73339495,a4d5f02b-03b1-4567-93f6-2da4be0ce0a1,A743115D,y,n
90,177,14600369,f49a765c-1b79-4eb0-a01d-3404fb6dc2c3,3F78E28A,n,n
91,8890,94867886,cb2437fa-d016-4c2b-ac6f-d257b6c9bd55,294C860D,y,y
92,5377,45503975,8f619542-ec3a-45e1-8e88-47d270ddc477,92F1C753,y,y
93,9950,64350407,8feca419-2b49-459a-a70f-06b5168a8a56,9FDDBF2D,y,n
94,6643,68694760,fcb1fd13-3352-45a6-8256-b782df15ca59,C99B12EB,n,n
95,1125,80012615,4ecb37d8-8908-407e-ad12-0cb6c5221501,9621AEDD,y,y
96,5621,22862391,4bb02dba-1961-4d58-8d77-7572e7171b98,E45C8D63,y,y
97,7033,71175869,ff93b427-c9e8-445c-91f5-8de051678e92,C3FE7306,y,n
98,8011,5904961,1d6a209d-c08c-4c6f-a176-3cca6b998ad7,F42C2CAF,n,n
99,6342,70498617,23247f27-6669-4c2e-8fd6-01926a28d89b,2C500B22,y,y
100,7719,70998142,64EA9CB0,5366C89D,y,y
101,951,84974288,5E2AA443,2CD0913C,y,n
102,6378,51726113,D7B1D5A7,F16E8E74,n,n
103,7138,73564730,3D6A3A42,E17C6C87,y,y
104,1711,82722732,6D5A07AE,203A7E33,y,y
105,5404,33938181,8311FA36,94238755,y,n
106,2019,82287347,3121FF09,8BCFF1CB,n,n
107,568,42503814,EA139DCB,00412EC2,y,y
108,7862,45786533,FEB917F6,38255783,y,y
109,7737,64331915,9963108C,1CD0BFC5,y,n
110,7422,45664169,9688C408,E098C27D,n,n
111,885,32590598,9211776A,64ED4540,y,y
112,5636,55703060,AFFB174C,8DD7CA55,y,y
113,3434,28810623,972A084D,16DB170F,y,n
114,2602,30345043,8F66D49A,FEE356C8,n,n
115,3319,15002436,9142595C,BD0CDC42,y,y
116,9718,41081619,2C6D2B55,1185EAAF,y,y
117,6638,95887029,0F553F2B,B47184D3,y,n
118,9578,29594468,17A0DE97,1567ED01,n,n
119,2765,24752547,13E3A1A8,75862304,y,y
120,3181,22681381,2507DAE2,FD1A6B62,y,y
121,8764,82443293,271D73AB,89E96A38,y,n
122,3980,88246103,F6F7FBC5,97967EEC,n,n
123,4516,20039187,C767D1C4,63CDA743,y,y
124,2527,8827235,61BE8088,63D28C9E,y,y
125,6411,87159438,9CDB000D,F6FE1FD5,y,n
126,8762,66480952,9002AAAB,C953EDA6,n,n
127,8121,71181706,CD5CCEEA,1A294A53,y,y
128,4939,32225276,324ED4D8,526AEB73,y,y
129,7201,82017398,14F6705B,5BDC4632,y,n
130,7047,77568514,CAC7987A,13271BD3,n,n
131,5090,55248385,34595583,316EFCE0,y,y
132,1623,81125585,500C7A1F,55F684DF,y,y
133,3925,55681004,43EB43A7,B55CEE5A,y,n
134,7138,41456446,29DA8E30,6C027AA3,n,n
135,5748,3314957,CD876DB3,4F939040,y,y
136,6473,8347771,4FB69426,C931A3D4,y,y
137,5592,11385033,73610FB2,A2C670FD,y,n
138,3521,12387483,DE4D3C94,6FD59BE1,n,n
139,928,6658452,AA90A659,D21B127E,y,y
140,3817,32851326,9C01FA10,BA5A2869,y,y
141,8652,7798726,7869ECCA,F4719BE2,y,n
142,8108,34062199,771D1888,F76DA0AC,n,n
143,9562,66368244,88DB4FD3,A761DB13,y,y
144,1055,46156253,D84E536E,7C617BDB,y,y
145,6018,25416176,86BED472,7A090F72,y,n
146,5263,90024399,5CF13103,EFEBC847,n,n
147,1929,42182496,6BA66E3F,B5F79CA4,y,y
148,2666,28199160,CBD1786C,DA647894,y,y
149,7621,17681439,8E4E5DF5,4EFEB7B8,y,n
150,8581,19408533,DFDCAC91,D60DCE31,n,n
151,8277,74388375,12D65DE3,7B1AB4D8,y,y
152,1544,91067112,E13C119E,CFE66EB8,y,y
153,1372,34050055,FAB16718,2E42C9FA,y,n
154,656,68917008,11DBFD2C,98D923AF,n,n
155,3689,84756302,A5DDE405,CD24BBCE,y,y
156,8991,43072191,500CD904,87F6C317,y,y
157,6792,39959288,1CE14D72,D7E0E6FF,y,n
158,9081,52693767,56E703A3,3BC356F2,n,n
159,4170,88931613,18BC27A0,2BC11B56,y,y
160,2400,73373664,804260BB,41BF7AC2,y,y
161,6561,88722508,A99E5AF5,3B35DADA,y,n
162,5765,51678861,6EF5ED9F,4BFC498C,n,n
163,8414,96270923,D2F1A78E,6620942C,y,y
164,2661,39339130,F8AF556D,2F9846AF,y,y
165,5822,84596517,3393CE45,6E4FC6E7,y,n
166,8041,29233491,3E32FF88,0A227D39,n,n
167,1879,97604086,ACFE2702,B719D826,y,y
168,4624,26967896,1436DDFE,0D9DD246,y,y
169,1271,86966577,8518C53B,66DB0C44,y,n
170,6428,54821551,D229DB17,7B4D1C1E,n,n
171,1854,54367085,7FC97FB0,9E6176F1,y,y
172,6778,77392689,5D350F1C,77D3D962,y,y
173,4510,62475963,6D480D43,907C6C44,y,n
174,7246,67855138,86DA071A,14F18211,n,n
175,3816,89495075,77A553C5,788F7C49,y,y
176,7434,47145893,24499585,F00A59B9,y,y
177,3367,96029383,65BE8F67,530C39C2,y,n
178,1094,94452038,A10C6F50,B15B316D,n,n
179,7172,24150477,D5055C15,3F83A72A,y,y
180,9749,95111392,5CFD7F32,E52CE3F5,y,y
181,4758,27435346,AF91934C,F76CF991,y,n
182,8315,24813186,540E9E40,87684FA3,n,n
183,3008,61383556,9F0DB4B1,7A18BEBA,y,y
184,3270,7145789,C727D8AC,43B6FF17,y,y
185,7752,99821637,899E39D7,B68E928E,y,n
186,9433,62522959,7C1D24DA,D4E9BF97,n,n
187,2253,17424663,5D1E87FD,44DCDF84,y,y
188,7983,31746440,09D8DB2A,4CB48226,y,y
189,4615,89772375,CE3A8A8E,7A74E801,y,n
190,383,26463445,A3D8AF8E,1B2BFB77,n,n
191,2247,55542530,2BB271B7,F2E3F588,y,y
192,4080,24275311,B674CCE3,3AA70BF9,y,y
193,7592,5322317,FF60816F,3591A517,y,n
194,9004,22458564,054E90A0,3D72868E,n,n
195,7274,32935398,62AC65CB,F5FB646E,y,y
196,9477,29340453,74E6CAB9,3E3BE4DA,y,y
197,2505,4893433,A3122622,B2A42575,y,n
198,2335,65439496,2071BC1E,3DBFFF46,n,n
199,8155,13685410,57FCAD88,D8ACA969,y,y
200,306,25363403,E0A5F80C,FC5B020D,y,y
201,5770,62494697,720332BC,A896F991,y,n
202,3671,56336107,F9936568,236509CD,n,n
203,3796,87710521,6F6D429E,6B4688A7,y,y
204,8205,81067670,1B56E0D4,E6A3E464,y,y
205,3213,2945029,738EA613,73702E5B,y,n
206,1559,15388078,64C27D35,CEF46B73,n,n
207,3010,42092936,82D505CB,46A76734,y,y
208,1374,51486987,750BFE0B,68346A31,y,y
209,2683,48985392,F5E5A81B,2AF595D9,y,n
210,1117,15740656,5F3FFFF7,914CB432,n,n
211,2527,96229456,4095436F,30E2B338,y,y
212,9552,57335712,1F0F0F10,D346B27A,y,y
213,4927,42736258,0B58A841,DBF74E49,y,n
214,6845,58029024,62AF9ED9,0C81C390,n,n
215,7307,88919565,64A48DFC,30EFA56E,y,y
216,1883,87214187,B4EEF671,D65C19A7,y,y
217,8053,62162500,AEB252FA,8217B5A8,y,n
218,5369,51718856,B17AAFE8,DAC4554E,n,n
219,8457,94894759,341EB8CC,3947D4F9,y,y
220,4870,52886732,3D58E9DC,CD4A71BE,y,y
221,7261,45798643,D75C1EAD,F8514833,y,n
222,3979,88844074,159BE0BC,D6C234CF,n,n
223,7941,61611799,7BB77283,2C80F2D8,y,y
224,5320,72383459,78E24579,81BA2EE8,y,y
225,9438,67802129,846DF6B8,8ADB176F,y,n
226,1847,48295483,22A018BD,415279F2,n,n
227,8285,67997993,EA224ED0,09C9174C,y,y
228,3454,11371931,A0993A63,A0FA3E7C,y,y
229,3291,91838111,5019422C,64E5CC5E,y,n
230,4288,78806279,8DA8D301,EA8ED298,n,n
231,4257,67683500,F8F84616,4BE5D939,y,y
232,3018,52705645,77B1477E,5C3B58E6,y,y
233,3018,84166651,66CA8442,63718700,y,n
234,1950,43754889,11885973,FD236ADB,n,n
235,4493,46817843,2F3F3A2A,7664A15F,y,y
236,7665,23269915,3534D51B,095F58F7,y,y
237,6049,60199202,D4670493,2BA73875,y,n
238,2922,27955804,361E8EB4,214983C4,n,n
239,5073,26527435,EBA45E3C,610C02D5,y,y
240,405,45706514,F232D5B3,73CFA91B,y,y
241,7857,62680180,51A1ABCD,687BBF81,y,n
242,2818,69620679,16D3E43C,E971F70D,n,n
243,9026,8015573,AF1A1D17,B1D5329F,y,y
244,9224,18941798,5D384818,892B8294,y,y
245,4873,77189455,072EF700,A94E577A,y,n
246,488,87315202,D66418F2,3D5E1D5A,n,n
247,2766,31165721,6DE5BEB9,8CABE44F,y,y
248,3694,58548323,93A1B085,7B7085DC,y,y
249,5508,17041747,D77DD818,57412B66,y,n
250,4261,21599773,ECDB6270,52B5E443,n,n
251,3367,93438159,E757A0E0,01AAFC5E,y,y
252,1103,52457226,74A87DC1,30EC5E8C,y,y
253,605,69053258,8F2D4559,39580AC2,y,n
254,4307,62508339,FB12488E,F3F99136,n,n
255,4192,79024894,5C8FE255,D7682F6F,y,y
256,1754,99713499,B33732FA,E086EC82,y,y
257,3612,25894292,3F247ABF,9AAC4F2A,y,n
258,8081,11343451,7B47D403,7D4660FF,n,n
259,2725,7448071,3B6602A9,A7DD0CB8,y,y
260,1595,70896693,C588074E,E809D668,y,y
261,7753,12378426,2BBD8BB9,C4181054,y,n
262,6985,45919561,8E35CBAF,1F38A367,n,n
263,8136,48381314,211E94F8,F305DE7C,y,y
264,8804,67714702,46E655F5,EB377949,y,y
265,5213,16474930,612A9A5A,7924D7E3,y,n
266,7196,38262723,97C9CBC8,ECC84920,n,n
267,8348,80744352,66F8D3F8,5C6639BF,y,y
268,520,84773684,E8ECEEF2,7A59ADC6,y,y
269,8454,14202477,BCABE2F8,2772F010,y,n
270,2043,64616108,9D6B2004,4474641A,n,n
271,4989,48520128,184F83C8,83F1887D,y,y
272,9746,34211534,2D10616E,85889324,y,y
273,3226,43677848,AEFDBF7C,CF420FBC,y,n
274,1996,82295105,80E31AF6,EE091CD0,n,n
275,8117,75404709,E17E6B54,F4650BEF,y,y
276,2777,52417222,8F1CF812,D12575B2,y,y
277,594,35502639,EFBCFBC5,5EA98432,y,n
278,9476,81937162,6DD301D4,CE335BF8,n,n
279,2658,10188141,9B8FF0B9,331E070C,y,y
280,7783,21816115,5FE7EBAD,F3F8708D,y,y
281,2439,48030866,ECB1B1D0,ABA8E3DC,y,n
282,8764,14345062,129FB2C2,A5B363AE,n,n
283,7910,5860917,AFC18732,DF6DD72D,y,y
284,9360,37394175,4E692100,29F6C15D,y,y
285,1362,95217551,DB465655,CC97F44B,y,n
286,7396,17942713,6AF7F7C5,674D2A0D,n,n
287,2191,91846883,6FD971EE,0283FC45,y,y
288,733,86683212,5345C588,4CB40EAC,y,y
289,6913,5280393,7E1F29B6,BF484EA9,y,n
290,3373,62686372,C04D47CC,EDF8BB55,n,n
291,9959,9509711,E508CC5F,6A8F3820,y,y
292,7883,94802333,4318D0C5,2CD01912,y,y
293,6327,8038360,17E019D3,F761151C,y,n
294,5711,31988893,99A09EF7,D02F137A,n,n
295,7162,50669531,1DCCBC6F,504BDC9C,y,y
296,5423,70359062,0A8223A4,E0EA74B7,y,y
297,910,89779249,45F284F5,65620818,y,n
298,3694,48427408,A1007E53,F47394B6,n,n
299,730,37210148,567CBD82,3D1D4772,y,y
300,5301,19144196,126BF7FE,F9F35A09,y,y
301,825,30574451,2532FBAC,3CEC2B6F,y,n
302,9712,86759233,C2D5C2B9,AFC63307,n,n
303,1406,47138748,6353E25C,F7F24BED,y,y
304,9970,78079840,E8129CBA,3A9219A6,y,y
305,2092,58926132,63C7102B,38EE9493,y,n
306,4701,96343206,358EF64D,7762B8DD,n,n
307,4875,46428727,F7A37174,2EB9D1DD,y,y
308,986,65224136,497D4150,FA7449AE,y,y
309,7017,33347555,5B2B4258,3B2AB4F9,y,n
310,2819,11570901,9016C182,87EC9D77,n,n
311,3754,33914538,7D931F9F,B0E368C6,y,y
312,2216,30490736,29CADDBF,B067982E,y,y
313,7355,82861483,15FD23D1,C840D44B,y,n
314,8077,72219388,88AD1572,F212F70C,n,n
315,8400,6202909,B24F3C61,302F2089,y,y
316,8796,18167006,347244DE,47F03AFB,y,y
317,6849,35874887,2ACD683E,5230F7C8,y,n
318,462,20172596,80A6C727,5175CC10,n,n
319,5277,87461508,D00EB2A0,A2C5F6A3,y,y
320,5534,89724735,45BFAD8E,E6663CF0,y,y
321,6410,68825674,E127C7A1,86516867,y,n
322,9338,2896552,DDC3AE8F,9A69AC13,n,n
323,9949,95214445,B693D8A5,957F3C49,y,y
324,6061,6535596,6F538512,D2AAE0BA,y,y
325,9292,75334341,27EAEEC1,7288B82F,y,n
326,3184,7373444,0C808212,7BCE5F0C,n,n
327,1674,89621362,DDF1CBFA,AEFD7739,y,y
328,3342,37346022,2EA25E8F,33D7D258,y,y
329,1884,79300265,231280D7,115EECA9,y,n
330,7237,61800409,A36EA01A,3C5F5059,n,n
331,4368,32474065,50CDA81B,E40ACC68,y,y
332,1757,5162342,78FE2AD2,DEE089EC,y,y
333,590,6650149,6F5F9AD2,9675381C,y,n
334,6030,49373152,8A4D1B70,19D9D2D1,n,n
335,7021,94047034,438ACFC7,12215A06,y,y
336,2365,76704726,E1504B04,3306123A,y,y
337,6234,78587018,F96CB7F5,BF93C47C,y,n
338,6477,50412342,F8AF953C,26DD6204,n,n
339,2494,66241303,B63AB08D,0A2236E9,y,y
340,7119,46598715,60AF35C4,BF4B572A,y,y
341,9385,4389334,BDC82E23,4A30124D,y,n
342,1168,30456521,7D7D03E7,82BD6624,n,n
343,2831,25030524,3E016196,9EA339DE,y,y
344,3294,70039767,F4C8AE37,B60D0490,y,y
345,7060,59429899,ADBBEC53,E80550C9,y,n
346,5957,91782572,CDAE13C2,E4B295B2,n,n
347,2445,68923225,A79236BB,43426D2D,y,y
348,3429,77311409,3667827A,C5DA225B,y,y
349,1084,46180159,5195F458,D9186060,y,n
350,8630,48782331,8F0209D5,CEF5F419,n,n
351,4092,22818681,D2861CFA,7021A767,y,y
352,870,7709502,AC7ECD50,93DD24B5,y,y
353,4224,66455007,51FDDCD4,55BE4B43,y,n
354,2072,35484060,4D36E370,51B23990,n,n
355,8614,24801656,4BF52014,A2824309,y,y
356,7200,12305096,5952E965,25B140E2,y,y
357,8139,58628733,E5426CF8,840EF436,y,n
358,6228,83080484,15DBDE00,4F7A9809,n,n
359,925,88113722,033F9762,8B24CBC2,y,y
360,1193,45056196,4007EC0F,5FAD929B,y,y
361,9092,52050795,4FEA6BE7,15A35B45,y,n
362,8765,82280109,9A7839DD,5CF260CD,n,n
363,9421,91985144,5DF6AC80,0589D9CD,y,y
364,1901,79201583,163BE816,0B9E4288,y,y
365,6947,94925145,33AD2E83,FAD7ED36,y,n
366,8271,89980060,975C1287,2EB72C69,n,n
367,7557,21403974,3365457F,D2C44FB9,y,y
368,7822,75838311,F07A5D5E,C4608522,y,y
369,3903,36473974,811922DA,3060CFF9,y,n
370,3072,33768327,CBD896E2,14A036AA,n,n
371,9627,32698920,FD158D4E,AAB64F5D,y,y
372,7484,38380216,6922FF22,7661C31B,y,y
373,2235,97571223,C64C9AEB,38B6D799,y,n
374,5405,11079943,D5F9AFAD,BACD25E8,n,n
375,6212,6635746,99518F34,A1A77B3A,y,y
376,7922,56029375,2E4A5D18,6D766458,y,y
377,4068,54375444,19D6F828,7E549C97,y,n
378,2688,36487105,4EDF2F80,BCCB9FDF,n,n
379,680,50285812,722DD74F,A753CC1B,y,y
380,6662,89444186,E51A98AC,663D7198,y,y
381,565,49895693,E34CC9EE,138C126B,y,n
382,9335,23940674,13F04F0D,2D2BFA43,n,n
383,4993,53467933,D32383AE,77E0B920,y,y
384,3971,68706095,600D7C11,D3D6F951,y,y
385,1966,49080545,E821ADE7,4FA8CC1D,y,n
386,663,51219394,3CA1EE1D,B102F54C,n,n
387,2354,38740212,56319CBF,ACFDD6B6,y,y
